Age,Gender,Location,Highest_qualification,Stream,Current_Academic_Level,Grade_CGPA_Percentage,Technical_Skills,Soft_Skills,Languages_Known,Certifications,Fields_of_Interest,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,Suggested_Career_Path
23,Male,Delhi,12th,CSE,Working Professional,82.53,"Python, SQL, Node.js","Creativity, Problem Solving, Leadership","Kannada, Marathi","Data Science, Full Stack Development",Cybersecurity,Remote,Analytical,Part-time Job,Hackathon Winner,Leadership,Yes,Ethical Hacker
19,Male,Bangalore,B.Tech,Mechanical,Graduate,89.62,"SQL, React","Communication, Time Management, Teamwork","Telugu, Hindi",,AI/ML,Office,Social,Research Assistant,None,Programming,No,AI Researcher
25,Male,Hyderabad,12th,EEE,Student,67.0,"Node.js, Data Analysis","Time Management, Leadership","Hindi, Marathi",AWS,Cybersecurity,Field Work,Social,None,Top Performer,Project Management,No,Cybersecurity Analyst
21,Other,Chennai,MCA,CSE,Working Professional,73.02,"Java, React, HTML/CSS",Creativity,Telugu,"Python, Data Science",Cybersecurity,Office,Social,None,None,Data Analysis,No,Cybersecurity Analyst
24,Female,Pune,MCA,Civil,Graduate,77.46,Java,"Leadership, Teamwork",Telugu,Python,Software Development,Office,Analytical,None,Published Paper,Problem Solving,Yes,Full Stack Developer
19,Female,Chennai,B.Tech,EEE,Graduate,74.45,"HTML/CSS, SQL, Python","Creativity, Problem Solving, Teamwork","Tamil, Kannada","GCP, Azure",Cybersecurity,Remote,Analytical,Research Assistant,Top Performer,Leadership,No,Security Engineer
21,Other,Delhi,10th,Civil,Graduate,51.76,HTML/CSS,Communication,Hindi,Azure,Design,Remote,Analytical,Freelance Project,Awarded Best Project,Problem Solving,Yes,Product Designer
27,Other,Pune,M.Sc,Mechanical,Student,58.57,Java,"Communication, Leadership","Tamil, English","Azure, GCP",Marketing,Field Work,Technical,Research Assistant,Published Paper,Data Analysis,Yes,Marketing Executive
29,Other,Bangalore,MCA,EEE,Graduate,78.34,"C++, SQL, Java","Communication, Problem Solving, Time Management","Telugu, English",Azure,Cybersecurity,Remote,Creative,Internship at XYZ,Employee of the Month,Problem Solving,Yes,Security Engineer
27,Female,Delhi,MCA,CSE,Graduate,66.07,"Python, SQL","Creativity, Teamwork","Telugu, Tamil",GCP,Cybersecurity,Remote,Creative,None,Top Performer,Teamwork,No,Ethical Hacker
21,Female,Vizag,M.Tech,IT,Graduate,96.41,Node.js,Teamwork,"Tamil, Hindi","AWS, Azure",Management,Field Work,Technical,None,Top Performer,Teamwork,Yes,Business Manager
18,Other,Bangalore,M.Sc,EEE,Student,55.58,"JavaScript, Java",Communication,Kannada,,Design,Office,Technical,Startup Experience,Hackathon Winner,Data Analysis,Yes,Product Designer
23,Other,Mumbai,B.Sc,BBA,Student,66.98,"C++, React","Communication, Creativity","Marathi, English",,Software Development,Remote,Technical,Internship at XYZ,Awarded Best Project,Leadership,Yes,Frontend Developer
30,Male,Chennai,M.Tech,Mechanical,Graduate,94.63,"HTML/CSS, SQL","Communication, Time Management, Problem Solving",Tamil,"Machine Learning, Full Stack Development",Data Science,Hybrid,Technical,Startup Experience,Awarded Best Project,Problem Solving,No,Business Analyst
26,Female,Bangalore,B.Tech,IT,Student,58.28,Data Analysis,Problem Solving,"Telugu, Kannada",Python,Software Development,Office,Creative,Research Assistant,Awarded Best Project,Leadership,Yes,Full Stack Developer
22,Female,Pune,B.Tech,Mechanical,Working Professional,90.05,"SQL, JavaScript, Python","Time Management, Communication, Leadership",Kannada,,Marketing,Remote,Technical,None,Employee of the Month,Teamwork,Yes,Marketing Executive
28,Male,Vizag,B.Tech,IT,Working Professional,82.84,"C++, Data Analysis","Communication, Time Management, Leadership",Tamil,GCP,Software Development,Field Work,Social,Research Assistant,Awarded Best Project,Programming,Yes,Full Stack Developer
30,Male,Delhi,M.Tech,CSE,Student,91.07,React,Teamwork,"English, Tamil","Python, Data Science",Software Development,Office,Analytical,Research Assistant,Hackathon Winner,Teamwork,No,Frontend Developer
27,Male,Vizag,M.Sc,Civil,Student,70.95,"Java, HTML/CSS","Teamwork, Problem Solving, Leadership",Kannada,,AI/ML,Office,Technical,Internship at XYZ,Hackathon Winner,Project Management,Yes,Machine Learning Engineer
18,Other,Pune,M.Sc,EEE,Graduate,69.59,"C++, Python","Teamwork, Leadership, Creativity",English,GCP,Marketing,Remote,Creative,Research Assistant,Hackathon Winner,Data Analysis,Yes,Digital Marketing Specialist
24,Other,Vizag,B.Tech,EEE,Working Professional,59.69,"Python, Java, HTML/CSS",Creativity,Hindi,"Azure, GCP",Design,Office,Analytical,Startup Experience,Employee of the Month,Leadership,No,UI/UX Designer
21,Other,Vizag,12th,ECE,Graduate,75.58,"Python, Data Analysis",Time Management,Hindi,"Data Science, AWS",Design,Office,Technical,Internship at XYZ,Top Performer,Leadership,Yes,Product Designer
30,Male,Mumbai,MBA,CSE,Graduate,71.91,"Data Analysis, JavaScript","Leadership, Problem Solving","Marathi, Hindi",,Data Science,Office,Creative,Startup Experience,Employee of the Month,Data Analysis,Yes,Data Analyst
28,Female,Chennai,12th,IT,Graduate,53.72,Java,"Leadership, Creativity",Hindi,"Python, Full Stack Development",Management,Office,Creative,Part-time Job,Employee of the Month,Leadership,No,Business Manager
24,Male,Amalapuram,12th,ECE,Student,69.82,"Python, C++, Java","Communication, Creativity","English, Kannada",,Software Development,Office,Analytical,Research Assistant,Awarded Best Project,Teamwork,No,Frontend Developer
27,Other,Hyderabad,10th,EEE,Graduate,88.55,"SQL, Data Analysis, Python",Leadership,"English, Tamil",,AI/ML,Office,Social,Freelance Project,Employee of the Month,Project Management,Yes,Machine Learning Engineer
22,Male,Pune,MBA,Commerce,Student,92.39,"Python, JavaScript, Node.js",Problem Solving,"Marathi, Hindi","Full Stack Development, AWS",AI/ML,Office,Social,None,Published Paper,Teamwork,Yes,Machine Learning Engineer
25,Male,Mumbai,MBA,ECE,Graduate,79.7,"Data Analysis, SQL","Communication, Time Management, Leadership",Telugu,Azure,Cybersecurity,Remote,Technical,Research Assistant,Top Performer,Teamwork,Yes,Ethical Hacker
22,Other,Pune,M.Sc,IT,Student,53.63,Java,Leadership,"Tamil, Marathi",Python,Software Development,Remote,Creative,Startup Experience,None,Leadership,No,Backend Developer
27,Female,Hyderabad,M.Sc,Civil,Graduate,51.78,"Java, React, Python",Creativity,English,"Python, Azure",AI/ML,Remote,Technical,Part-time Job,Hackathon Winner,Leadership,No,Deep Learning Engineer
28,Female,Amalapuram,MCA,Civil,Student,78.77,"Python, React","Time Management, Teamwork, Problem Solving",Kannada,"Data Science, Azure",Software Development,Remote,Social,Research Assistant,Top Performer,Problem Solving,No,Full Stack Developer
28,Female,Hyderabad,M.Tech,Commerce,Student,95.23,SQL,"Teamwork, Leadership, Creativity",Telugu,"Data Science, Azure",AI/ML,Hybrid,Technical,Part-time Job,Employee of the Month,Leadership,No,AI Researcher
18,Female,Vizag,B.Tech,IT,Student,99.37,"Node.js, HTML/CSS",Teamwork,"Marathi, Hindi","Machine Learning, Full Stack Development",Software Development,Field Work,Creative,None,Top Performer,Problem Solving,Yes,Backend Developer
19,Female,Hyderabad,M.Sc,EEE,Student,78.25,"Python, Node.js","Teamwork, Problem Solving, Time Management","Tamil, Telugu","Data Science, Full Stack Development",Marketing,Office,Analytical,Freelance Project,Awarded Best Project,Leadership,No,SEO Analyst
19,Male,Mumbai,B.Tech,Commerce,Working Professional,73.05,SQL,"Creativity, Leadership","Tamil, Hindi",AWS,AI/ML,Office,Social,Startup Experience,Top Performer,Teamwork,Yes,Machine Learning Engineer
25,Other,Chennai,B.Sc,BBA,Working Professional,51.84,"Node.js, SQL","Time Management, Leadership, Creativity","Kannada, Tamil",,AI/ML,Remote,Analytical,Freelance Project,Top Performer,Project Management,Yes,AI Researcher
27,Other,Delhi,MBA,CSE,Graduate,51.66,"React, C++, SQL","Problem Solving, Creativity, Time Management",Tamil,Azure,Data Science,Field Work,Social,Part-time Job,Employee of the Month,Programming,No,Data Scientist
19,Female,Delhi,MBA,ECE,Working Professional,51.12,"Python, Node.js","Time Management, Creativity, Leadership",Telugu,AWS,Cybersecurity,Field Work,Analytical,Startup Experience,Employee of the Month,Programming,No,Ethical Hacker
21,Other,Amalapuram,M.Tech,EEE,Student,85.15,C++,Time Management,Hindi,,Design,Field Work,Technical,Part-time Job,Employee of the Month,Problem Solving,Yes,Product Designer
19,Female,Chennai,12th,BBA,Student,96.05,Python,"Problem Solving, Creativity, Leadership",Telugu,"Data Science, Azure",Management,Field Work,Technical,None,None,Data Analysis,No,Business Manager
24,Female,Bangalore,M.Sc,CSE,Working Professional,97.7,C++,"Time Management, Creativity, Teamwork",English,"Python, Data Science",Software Development,Remote,Technical,Startup Experience,Hackathon Winner,Project Management,No,Software Engineer
25,Other,Vizag,B.Sc,Civil,Graduate,87.79,"Python, Node.js, JavaScript","Teamwork, Leadership, Communication","Hindi, Tamil","Machine Learning, Data Science",Cybersecurity,Remote,Analytical,Internship at XYZ,Top Performer,Teamwork,Yes,Ethical Hacker
30,Other,Mumbai,M.Tech,Civil,Student,84.59,"Python, Node.js",Time Management,"English, Tamil",,AI/ML,Field Work,Analytical,Freelance Project,None,Problem Solving,No,Deep Learning Engineer
25,Female,Amalapuram,B.Tech,CSE,Working Professional,95.58,"React, Data Analysis, Java","Problem Solving, Teamwork","Telugu, Kannada","Azure, GCP",AI/ML,Remote,Creative,Freelance Project,Hackathon Winner,Leadership,No,AI Researcher
30,Other,Mumbai,M.Sc,IT,Student,74.76,"Java, HTML/CSS","Time Management, Teamwork","Hindi, Telugu","Azure, Data Science",Management,Hybrid,Creative,Part-time Job,Published Paper,Programming,Yes,Business Manager
30,Female,Chennai,MBA,Civil,Student,62.66,HTML/CSS,"Time Management, Problem Solving, Leadership",Kannada,Full Stack Development,Cybersecurity,Hybrid,Creative,Part-time Job,Top Performer,Teamwork,No,Cybersecurity Analyst
24,Other,Vizag,12th,IT,Graduate,97.15,"JavaScript, C++, React",Problem Solving,"English, Hindi",,Management,Remote,Creative,Startup Experience,Top Performer,Data Analysis,No,Operations Manager
23,Female,Chennai,B.Sc,BBA,Student,61.95,HTML/CSS,"Communication, Creativity, Problem Solving",Marathi,Python,Data Science,Field Work,Creative,Part-time Job,Hackathon Winner,Leadership,No,Data Scientist
30,Other,Bangalore,B.Sc,ECE,Working Professional,68.6,"JavaScript, C++, Data Analysis","Time Management, Leadership, Creativity",Hindi,,Data Science,Hybrid,Creative,Research Assistant,Awarded Best Project,Data Analysis,No,Data Analyst
24,Female,Mumbai,M.Tech,CSE,Working Professional,98.61,"HTML/CSS, Data Analysis, Python","Communication, Teamwork","Hindi, Telugu","Data Science, Machine Learning",Cybersecurity,Office,Technical,Part-time Job,Employee of the Month,Data Analysis,Yes,Cybersecurity Analyst
19,Female,Mumbai,M.Sc,Civil,Graduate,66.37,"Python, Java","Teamwork, Leadership, Creativity",Kannada,,Marketing,Hybrid,Creative,Startup Experience,Hackathon Winner,Data Analysis,Yes,Digital Marketing Specialist
19,Other,Chennai,M.Sc,IT,Working Professional,69.84,Node.js,"Communication, Problem Solving","Marathi, Kannada",,Software Development,Field Work,Analytical,Freelance Project,Employee of the Month,Leadership,No,Frontend Developer
25,Female,Mumbai,M.Tech,Mechanical,Working Professional,63.74,HTML/CSS,"Communication, Leadership, Problem Solving",Telugu,,Software Development,Field Work,Social,Startup Experience,Published Paper,Leadership,Yes,Full Stack Developer
24,Male,Delhi,10th,EEE,Working Professional,98.96,Java,Communication,"Kannada, Tamil",,Cybersecurity,Remote,Analytical,Freelance Project,None,Teamwork,Yes,Ethical Hacker
24,Other,Mumbai,10th,BBA,Graduate,62.3,"Data Analysis, JavaScript, Python","Problem Solving, Leadership",Tamil,Full Stack Development,Cybersecurity,Field Work,Analytical,Internship at XYZ,Awarded Best Project,Programming,Yes,Cybersecurity Analyst
27,Other,Pune,M.Tech,BBA,Working Professional,61.22,Data Analysis,Time Management,"Marathi, Hindi","Python, GCP",AI/ML,Remote,Analytical,Internship at XYZ,Hackathon Winner,Project Management,No,Machine Learning Engineer
22,Other,Hyderabad,B.Sc,CSE,Graduate,61.82,"Python, Data Analysis, Java","Communication, Leadership",Marathi,,Marketing,Field Work,Technical,Startup Experience,Hackathon Winner,Project Management,No,Marketing Executive
19,Female,Vizag,12th,EEE,Student,75.11,"React, Python","Time Management, Communication","Kannada, Tamil",Full Stack Development,AI/ML,Hybrid,Technical,Freelance Project,None,Teamwork,No,AI Researcher
20,Male,Delhi,10th,BBA,Student,93.32,"Python, SQL, HTML/CSS","Time Management, Teamwork","Kannada, Hindi",GCP,Software Development,Office,Analytical,None,Top Performer,Problem Solving,No,Backend Developer
18,Male,Vizag,M.Tech,IT,Graduate,53.87,"HTML/CSS, React, JavaScript","Time Management, Teamwork","Tamil, English",GCP,AI/ML,Field Work,Social,None,Awarded Best Project,Teamwork,Yes,Machine Learning Engineer
22,Female,Bangalore,M.Sc,EEE,Working Professional,63.73,"Python, C++",Creativity,"Kannada, Tamil",Machine Learning,Software Development,Office,Creative,Freelance Project,None,Teamwork,No,Software Engineer
28,Female,Bangalore,10th,IT,Student,70.88,Java,"Creativity, Leadership",Hindi,Data Science,AI/ML,Office,Creative,None,Hackathon Winner,Teamwork,Yes,Deep Learning Engineer
20,Female,Bangalore,10th,Mechanical,Graduate,67.62,C++,"Problem Solving, Communication, Creativity",Tamil,,Design,Field Work,Social,Freelance Project,Top Performer,Leadership,Yes,UI/UX Designer
18,Female,Pune,B.Sc,Mechanical,Graduate,56.96,"Python, C++",Creativity,English,Data Science,Marketing,Remote,Social,Research Assistant,Awarded Best Project,Data Analysis,Yes,SEO Analyst
30,Female,Chennai,B.Tech,EEE,Graduate,94.21,HTML/CSS,"Leadership, Communication, Teamwork","Marathi, English",,Management,Remote,Creative,None,Hackathon Winner,Data Analysis,Yes,Business Manager
18,Other,Mumbai,M.Sc,ECE,Student,81.59,"Java, Node.js","Problem Solving, Time Management","Tamil, English","Azure, Full Stack Development",Cybersecurity,Hybrid,Technical,Freelance Project,Top Performer,Problem Solving,Yes,Security Engineer
22,Male,Bangalore,MCA,IT,Working Professional,59.33,"C++, HTML/CSS","Leadership, Problem Solving, Communication",Tamil,Machine Learning,Software Development,Hybrid,Social,Freelance Project,None,Problem Solving,No,Backend Developer
18,Other,Amalapuram,M.Tech,BBA,Working Professional,63.18,SQL,Teamwork,"Tamil, Telugu","AWS, GCP",Data Science,Hybrid,Creative,Research Assistant,Employee of the Month,Project Management,Yes,Data Scientist
29,Other,Pune,10th,IT,Student,82.29,"SQL, Python","Creativity, Problem Solving, Communication","Telugu, Marathi",GCP,Marketing,Hybrid,Social,Part-time Job,Top Performer,Project Management,Yes,SEO Analyst
26,Male,Hyderabad,B.Sc,Commerce,Graduate,65.06,"HTML/CSS, Java",Communication,Hindi,,Marketing,Remote,Creative,Internship at XYZ,Awarded Best Project,Data Analysis,Yes,SEO Analyst
29,Female,Vizag,B.Tech,Commerce,Working Professional,96.08,Data Analysis,Teamwork,"Telugu, Tamil","Machine Learning, GCP",Management,Office,Social,Part-time Job,Employee of the Month,Data Analysis,No,Operations Manager
23,Male,Vizag,M.Tech,Mechanical,Student,77.2,"Node.js, JavaScript, Data Analysis","Communication, Teamwork, Leadership","Kannada, Hindi","Full Stack Development, Azure",Data Science,Remote,Social,None,Top Performer,Problem Solving,No,Business Analyst
24,Male,Pune,10th,EEE,Working Professional,60.08,"C++, JavaScript, Java","Creativity, Teamwork","Telugu, Hindi","Data Science, GCP",Marketing,Remote,Social,None,None,Leadership,Yes,Digital Marketing Specialist
27,Other,Amalapuram,B.Sc,IT,Student,70.02,"Python, C++","Creativity, Communication, Problem Solving","Hindi, Tamil",,Design,Hybrid,Technical,Freelance Project,Published Paper,Leadership,No,UI/UX Designer
26,Male,Pune,12th,ECE,Graduate,51.23,"Java, JavaScript",Problem Solving,Marathi,,AI/ML,Field Work,Creative,Research Assistant,Top Performer,Project Management,Yes,Deep Learning Engineer
24,Female,Pune,M.Sc,CSE,Student,66.9,"C++, Node.js","Leadership, Problem Solving","Hindi, Marathi",GCP,Cybersecurity,Field Work,Social,Freelance Project,None,Teamwork,No,Cybersecurity Analyst
26,Female,Hyderabad,M.Tech,ECE,Working Professional,89.25,"Node.js, Data Analysis",Problem Solving,"Kannada, English","Data Science, GCP",Data Science,Hybrid,Technical,None,Employee of the Month,Teamwork,Yes,Business Analyst
29,Other,Bangalore,B.Sc,Commerce,Working Professional,95.08,"C++, Python, React","Time Management, Creativity","Telugu, Tamil",,Cybersecurity,Field Work,Social,Startup Experience,Top Performer,Programming,Yes,Ethical Hacker
26,Male,Amalapuram,M.Tech,CSE,Graduate,54.85,"SQL, HTML/CSS, JavaScript","Communication, Problem Solving",Telugu,"Full Stack Development, GCP",Data Science,Remote,Technical,Research Assistant,None,Data Analysis,Yes,Data Scientist
20,Other,Pune,MCA,Mechanical,Graduate,98.6,"JavaScript, Python",Time Management,"English, Telugu",Python,AI/ML,Field Work,Social,Internship at XYZ,Top Performer,Data Analysis,No,AI Researcher
23,Female,Pune,M.Sc,ECE,Student,65.66,"Node.js, Data Analysis, React","Problem Solving, Leadership, Creativity",Kannada,"Data Science, Full Stack Development",Management,Office,Creative,Freelance Project,None,Project Management,No,Operations Manager
28,Male,Vizag,10th,ECE,Working Professional,70.33,"React, JavaScript","Communication, Creativity, Problem Solving",Tamil,"Azure, AWS",Management,Field Work,Technical,Freelance Project,Employee of the Month,Teamwork,No,Operations Manager
